,date,region,nombre_de_trains_programmes,nombre_de_trains_ayant_circule,nombre_de_trains_annules,nombre_de_trains_en_retard_a_l_arrivee,taux_de_regularite,nombre_de_trains_a_l_heure_pour_un_train_en_retard_a_l_arrivee,commentaires,annee,mois,new_region,old_region
46,2013-11-01,Limousin,3863.0,3363.0,500.0,511.0,84.8052334225394,5.581213307240705,"Mouvement social, adhérence dégradée",2013,11,Nouvelle Aquitaine,Limousin
47,2013-02-01,Haute Normandie,5349.0,5301.0,48.0,211.0,96.01961893982268,24.123222748815166,,2013,2,Normandie,Haute Normandie
48,2013-11-01,Poitou Charentes,3164.0,3133.0,31.0,302.0,90.36067666773062,9.374172185430464,"Nombreux dérangements d'installation de sécurité, ainsi que de nombreux événements d'origine externe comme les phénomènes saisonniers de patinage et enrayage, de nombreux accidents de personnes sur la région Poitou-Charentes, ainsi que des collisions sur des passages à niveau ou des obstacles sur les voies.",2013,11,Nouvelle Aquitaine,Poitou Charentes
49,2013-02-01,Languedoc Roussillon,4614.0,4402.0,212.0,387.0,91.20854157201272,10.37467700258398,Arrêt de travail spontané suite à l'agression d'un agent du service commercial train.,2013,2,Occitanie,Languedoc Roussillon
50,2013-11-01,Rhône Alpes,26800.0,26182.0,618.0,3531.0,86.51363532197693,6.414896629849901,Intempéries et problèmes d'infrastructure.,2013,11,Auvergne-Rhône-Alpes,Rhône Alpes
51,2013-02-01,Midi Pyrénées,7657.0,7455.0,202.0,915.0,87.72635814889335,7.147540983606557,Intempéries.,2013,2,Occitanie,Midi Pyrénées
52,2013-12-01,Alsace,17968.0,17780.0,188.0,738.0,95.84926884139485,23.09214092140921,"Temps humide, nombreux incidents matériel et d'infrastructure.",2013,12,Grand Est,Alsace
53,2013-02-01,Lorraine,,,,,,,"Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.",2013,2,Grand Est,Lorraine
54,2013-12-01,Aquitaine,8802.0,8647.0,155.0,985.0,88.60876604602753,7.778680203045686,"Intempéries (patinages, enrayages, givres et brouillard), défaillances du matériels (pannes et indisponibilités) et les ralentissements sont les causes principales des retards en décembre.",2013,12,Nouvelle Aquitaine,Aquitaine
55,2013-03-01,Auvergne,5099.0,5045.0,54.0,371.0,92.6461843409316,12.598382749326143,Problèmes sur le matériel roulant.,2013,3,Auvergne-Rhône-Alpes,Auvergne
56,2013-12-01,Auvergne,5092.0,5001.0,91.0,656.0,86.88262347530494,6.623475609756097,Conditions météos et intempéries.,2013,12,Auvergne-Rhône-Alpes,Auvergne
57,2013-03-01,Centre,9633.0,9446.0,187.0,634.0,93.2881643023502,13.899053627760251,,2013,3,Centre,
58,2013-12-01,Limousin,4118.0,3519.0,599.0,434.0,87.66695083830633,7.108294930875576,,2013,12,Nouvelle Aquitaine,Limousin
59,2013-03-01,Champagne Ardenne,6597.0,6421.0,176.0,378.0,94.11306650054507,15.986772486772487,Conditions météorologiques dégradées du 12 au 14 mars (neige et froid inhabituels à cette période de l'année).,2013,3,Grand Est,Champagne Ardenne
60,2013-12-01,Nord Pas de Calais,14691.0,14411.0,280.0,1600.0,88.89737006453404,8.006875,Grève nationale le 12 puis préavis locaux jusqu'à la fin de l'année.,2013,12,Hauts-de-France,Nord Pas de Calais
61,2013-03-01,Midi Pyrénées,7946.0,7802.0,144.0,670.0,91.41245834401435,10.644776119402986,,2013,3,Occitanie,Midi Pyrénées
62,2013-12-01,Picardie,10760.0,10685.0,75.0,1075.0,89.93916705662143,8.93953488372093,Intempéries (tempête DIRK) et mise en place d'une limitation de vitesse sur 32km entre Beauvais et Grandvilliers.,2013,12,Hauts-de-France,Picardie
63,2013-04-01,Alsace,18846.0,18726.0,120.0,581.0,96.89736195663782,31.23063683304647,,2013,4,Grand Est,Alsace
64,2014-01-01,Poitou Charentes,3655.0,3620.0,35.0,165.0,95.44198895027624,20.939393939393938,,2014,1,Nouvelle Aquitaine,Poitou Charentes
65,2013-04-01,Basse Normandie,3221.0,3137.0,84.0,190.0,93.94325788970356,15.510526315789471,Plusieurs zones de travaux. Dérangements de d'installations dues aux variations de températures.,2013,4,Normandie,Basse Normandie
66,2014-01-01,Nord Pas de Calais,19770.0,19507.0,263.0,1417.0,92.7359409442764,12.766407904022582,Nombreux coups de vent.,2014,1,Hauts-de-France,Nord Pas de Calais
67,2013-04-01,Limousin,4030.0,3834.0,196.0,196.0,94.88784559207096,18.56122448979592,,2013,4,Nouvelle Aquitaine,Limousin
68,2014-01-01,Centre,9332.0,9283.0,49.0,537.0,94.2152321447808,16.286778398510243,,2014,1,Centre,
69,2013-04-01,Nord Pas de Calais,18841.0,18585.0,256.0,1294.0,93.03739574926016,13.36244204018547,Grève nationale le 13.,2013,4,Hauts-de-France,Nord Pas de Calais
70,2014-01-01,Bretagne,8781.0,8714.0,67.0,416.0,95.22607298599954,19.947115384615383,Régularité impactée en janvier par les travaux entre Rennes et Redon (1 point d'irrégularité).,2014,1,Bretagne,Bretagne
71,2013-04-01,Poitou Charentes,3306.0,3285.0,21.0,181.0,94.49010654490108,17.14917127071823,,2013,4,Nouvelle Aquitaine,Poitou Charentes
72,2014-01-01,Alsace,19598.0,19405.0,193.0,727.0,96.25354290131408,25.69188445667125,Météo particulièrement clémente pour un mois de janvier.,2014,1,Grand Est,Alsace
73,2013-06-01,Midi Pyrénées,8381.0,8140.0,241.0,640.0,92.13759213759214,11.71875,Intempéries.,2013,6,Occitanie,Midi Pyrénées
74,2014-02-01,Pays-de-la-Loire,9285.0,9175.0,110.0,709.0,92.2724795640327,11.940761636107194,Retards dûs pour 20% par les travaux d'amélioration du réseau ferroviaire de la région et pour 80% par les intempéries répétitives.,2014,2,Pays de la Loire,Pays-de-la-Loire
75,2013-06-01,Nord Pas de Calais,17776.0,17483.0,293.0,1140.0,93.47937996911286,14.3359649122807,Grève le 13.,2013,6,Hauts-de-France,Nord Pas de Calais
76,2014-02-01,Nord Pas de Calais,17126.0,16820.0,306.0,1156.0,93.12722948870392,13.550173010380623,Mouvements sociaux chaque week-end.,2014,2,Hauts-de-France,Nord Pas de Calais
77,2013-06-01,Provence Alpes Côte d'Azur,12916.0,11957.0,959.0,2160.0,81.9352680438237,4.535648148148148,,2013,6,Provence-Alpes-Côte d'Azur,Provence Alpes Côte d'Azur
78,2014-02-01,Haute Normandie,5560.0,5491.0,69.0,296.0,94.60936077217264,17.550675675675677,"Recrudescence de causes INFRA (rupture caténaires, dérangement de PN …)",2014,2,Normandie,Haute Normandie
79,2013-07-01,Basse Normandie,3815.0,3786.0,29.0,259.0,93.15900686740623,13.617760617760618,Intempéries la semaine 30 ayant entrainés de nombreux obstacles sur la voie (chutes d'arbres) et des difficultés de circulation (correspondances surtout).,2013,7,Normandie,Basse Normandie
80,2014-02-01,Alsace,17814.0,17957.0,129.0,799.0,95.55048170629838,21.474342928660825,Ralentissements Vendenheim suite travaux TGV.,2014,2,Grand Est,Alsace
81,2013-07-01,Centre,9512.0,9243.0,269.0,868.0,90.60910959645136,9.648617511520737,Perturbation suite à l'accident de Brétigny. Fortes chaleurs.,2013,7,Centre,
82,2014-03-01,Alsace,19367.0,19212.0,155.0,547.0,97.15282115344576,34.122486288848265,,2014,3,Grand Est,Alsace
83,2013-07-01,Languedoc Roussillon,5446.0,5317.0,129.0,711.0,86.62779763024261,6.478199718706048,Malveillance et causes externes.,2013,7,Occitanie,Languedoc Roussillon
84,2014-03-01,Limousin,4088.0,4062.0,26.0,225.0,94.46085672082718,17.053333333333335,,2014,3,Nouvelle Aquitaine,Limousin
85,2013-07-01,Pays-de-la-Loire,10018.0,9840.0,178.0,900.0,90.85365853658536,9.933333333333334,"Les fortes chaleurs et les nombreux orages sur la région et hors région représentent plus de 2,5 points de la non ponctualité.",2013,7,Pays de la Loire,Pays-de-la-Loire
86,2014-03-01,Midi Pyrénées,8135.0,7938.0,197.0,699.0,91.19425547996975,10.356223175965663,"Dérangements PN et installations (150 Circ.) 1,88 point. Malveillance et intempéries (129 circ.) 1,61 point. Défaillance Engin moteur (114 Circ.) 1,43 point. Agent de conduite (83 Circ.) 1,04 point.",2014,3,Occitanie,Midi Pyrénées
87,2013-07-01,Poitou Charentes,3582.0,3507.0,75.0,418.0,88.08098089535216,7.389952153110048,"Déraillement d'un train de FRET à Saintes le 16 juillet avec obstruction totale de la circulation des trains en direction de Bordeaux, Angoulême et Royan entrainant des perturbations sur l'ensemble de la semaine 29. Intempéries le 27 juillet, violents orages sur toute la région Poitou-Charentes.",2013,7,Nouvelle Aquitaine,Poitou Charentes
88,2014-03-01,Rhône Alpes,28473.0,27697.0,776.0,2484.0,91.03151965916886,10.150161030595813,Mois correct malgré des événements externes importants,2014,3,Auvergne-Rhône-Alpes,Rhône Alpes
89,2013-08-01,Alsace,15416.0,15283.0,133.0,418.0,97.26493489498137,35.5622009569378,,2013,8,Grand Est,Alsace
90,2014-04-01,Basse Normandie,3155.0,3138.0,17.0,117.0,96.2715105162524,25.82051282051282,La principale cause de retard reste les correspondances avec des trains Intercités,2014,4,Normandie,Basse Normandie
91,2013-08-01,Centre,9132.0,9047.0,85.0,519.0,94.26329169890572,16.43159922928709,,2013,8,Centre,
92,2014-04-01,Bretagne,8114.0,8061.0,53.0,346.0,95.70772856965635,22.29768786127168,Régularité impacté en avril par les travaux entre Rennes et Redon (2 points d'irrégularité).,2014,4,Bretagne,Bretagne
93,2013-08-01,Nord Pas de Calais,15120.0,14752.0,368.0,832.0,94.36008676789588,16.73076923076923,"Intempéries, orages et affluence liée à la braderie de Lille.",2013,8,Hauts-de-France,Nord Pas de Calais
94,2014-04-01,Franche Comté,5520.0,5494.0,26.0,461.0,91.6090280305788,10.9175704989154,,2014,4,Bourgogne-Franche-Comté,Franche Comté
95,2013-08-01,Picardie,9862.0,9806.0,56.0,501.0,94.89088313277584,18.572854291417165,,2013,8,Hauts-de-France,Picardie
96,2014-04-01,Limousin,4089.0,4057.0,32.0,156.0,96.15479418289377,25.00641025641025,,2014,4,Nouvelle Aquitaine,Limousin
97,2013-09-01,Aquitaine,8154.0,8086.0,68.0,869.0,89.25302992827109,8.304948216340621,Impact fort des limitations de vitesse pour travaux et réduction de capacité pour le pont Adour. Deux accidents (accident de personne et accident routier) ont également été des vecteurs importants d'irrégularité en fin de mois.,2013,9,Nouvelle Aquitaine,Aquitaine
98,2014-04-01,Midi Pyrénées,8618.0,8485.0,133.0,682.0,91.96228638774308,11.441348973607038,"Malveillance et intempéries (143 circ.) 1,68 point Dérangements PN et installations (133 Circ.) 1,56 point. Défaillance Engin moteur (117 Circ.) 1,37 point. Agent de conduite (104 Circ.) 1,22 point",2014,4,Occitanie,Midi Pyrénées
99,2013-09-01,Basse Normandie,3239.0,3144.0,95.0,167.0,94.6882951653944,17.82634730538922,Mouvement social le 10.,2013,9,Normandie,Basse Normandie
100,2014-05-01,Haute Normandie,5590.0,5546.0,44.0,212.0,96.17742517129464,25.160377358490567,,2014,5,Normandie,Haute Normandie
101,2013-09-01,Bretagne,8218.0,8166.0,52.0,472.0,94.21993632133236,16.300847457627118,"Les limitations temporaires de vitesse suite à des travaux entre Brest et Rennes impactent de 1,60 point la régularité du mois.",2013,9,Bretagne,Bretagne
102,2014-05-01,Languedoc Roussillon,4493.0,4222.0,271.0,253.0,94.0075793462814,15.687747035573125,Le meilleur mois depuis que la régularité est mesurée et analysée en Languedoc Roussillon.,2014,5,Occitanie,Languedoc Roussillon
103,2013-09-01,Rhône Alpes,28297.0,27961.0,336.0,2953.0,89.43886127105611,8.468675922790382,Résultats très corrects pour un mois de reprise.,2013,9,Auvergne-Rhône-Alpes,Rhône Alpes
104,2014-05-01,Limousin,4063.0,4012.0,51.0,358.0,91.07676969092722,10.206703910614523,Intempéries.,2014,5,Nouvelle Aquitaine,Limousin
105,2013-10-01,Centre,9857.0,9640.0,217.0,1003.0,89.5954356846473,8.611166500498504,"Grève, intempéries et travaux.",2013,10,Centre,
106,2014-05-01,Picardie,10811.0,10763.0,48.0,605.0,94.37889064387252,16.7900826446281,,2014,5,Hauts-de-France,Picardie
107,2013-11-01,Haute Normandie,5472.0,5293.0,179.0,426.0,91.95163423389384,11.424882629107982,"Camion en panne à un passage à niveau, accident de personne, agression d'un agent du service commercial train. dérangement d'installations à la bifurcation de Darnétal, déraillement à Mantes.",2013,11,Normandie,Haute Normandie
108,2014-05-01,Provence Alpes Côte d'Azur,13947.0,13546.0,401.0,2056.0,84.8220877011664,5.58852140077821,Le mois est marqué par des mouvements sociaux,2014,5,Provence-Alpes-Côte d'Azur,Provence Alpes Côte d'Azur
109,2013-11-01,Midi Pyrénées,7365.0,7131.0,234.0,868.0,87.82779413826952,7.215437788018433,"Causes externes, dérangements des IS et limitations de vitesse. Non respect des marches tracées.",2013,11,Occitanie,Midi Pyrénées
110,2014-05-01,Lorraine,,,,,,,"Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.",2014,5,Grand Est,Lorraine
111,2013-11-01,Picardie,10818.0,10705.0,113.0,1261.0,88.22045773003269,7.489294210943695,Adhérence dégradée avec de nombreux patinages-enrayages et deux incidents caténaires sur la région Parisienne. Les causes extérieures et l'infrastructure représentent 55% de l'irrégularité.,2013,11,Hauts-de-France,Picardie
112,2014-06-01,Auvergne,3728.0,3614.0,114.0,319.0,91.1732152739347,10.329153605015676,"Evénements extérieurs (malveillance), dérangements d'installations. Mouvement social.",2014,6,Auvergne-Rhône-Alpes,Auvergne
113,2013-12-01,Midi Pyrénées,8281.0,7949.0,332.0,1407.0,82.29966033463329,4.649609097370291,"Non respect des marches tracées, causes externes, dérangement des IS et incidents matériel en ligne.",2013,12,Occitanie,Midi Pyrénées
114,2014-06-01,Bretagne,7470.0,7253.0,217.0,387.0,94.66427685095825,17.74160206718346,"Grève nationale. 1,2 point d'irrégularité suite à acte de malveillance et 0,75 point cause travaux.",2014,6,Bretagne,Bretagne
115,2013-12-01,Provence Alpes Côte d'Azur,14882.0,10858.0,4024.0,2016.0,81.43304475962424,4.385912698412699,Prolongation de la fermeture de la ligne Aspres Livron. Mouvements sociaux.,2013,12,Provence-Alpes-Côte d'Azur,Provence Alpes Côte d'Azur
116,2014-06-01,Haute Normandie,4269.0,3978.0,291.0,217.0,94.54499748617395,17.331797235023043,,2014,6,Normandie,Haute Normandie
117,2013-12-01,Lorraine,,,,,,,"Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.",2013,12,Grand Est,Lorraine
118,2014-06-01,Languedoc Roussillon,3661.0,3063.0,598.0,358.0,88.31211230819459,7.555865921787709,Le mouvement social impacte fortement la production de ce mois de juin.,2014,6,Occitanie,Languedoc Roussillon
119,2014-01-01,Rhône Alpes,28044.0,27625.0,419.0,3008.0,89.11131221719457,8.183843085106384,"Événements externes, panne matériel et problèmes d'infrastructure.",2014,1,Auvergne-Rhône-Alpes,Rhône Alpes
120,2014-06-01,Nord Pas de Calais,,,,,,,,2014,6,Hauts-de-France,Nord Pas de Calais
121,2014-01-01,Provence Alpes Côte d'Azur,14703.0,13336.0,1367.0,2652.0,80.11397720455909,4.028657616892911,,2014,1,Provence-Alpes-Côte d'Azur,Provence Alpes Côte d'Azur
122,2014-06-01,Provence Alpes Côte d'Azur,9834.0,9430.0,404.0,1630.0,82.71474019088018,4.785276073619632,La reprise du mouvement social occasionne des problèmes de disponibilité de matériel. Le mois est marqué par des intempéries occasionnat des suppressions.,2014,6,Provence-Alpes-Côte d'Azur,Provence Alpes Côte d'Azur
123,2014-01-01,Picardie,11843.0,11756.0,87.0,992.0,91.56175569921744,10.850806451612904,La mise en place d'une limitation de vitesse à 60 km/h sur une distance de 32 km sur l'axe Beauvais-Le Tréport a impacté la régularité d'environ 2%.,2014,1,Hauts-de-France,Picardie
124,2014-06-01,Rhône Alpes,20799.0,18325.0,2474.0,2693.0,85.30422919508868,5.804678796880802,La ponctualité a été fortement impactée par le mouvement social. Des non-saisies en opérationnel durant la grève pénalisent très fortement la statistique du nombre de trains annulés.,2014,6,Auvergne-Rhône-Alpes,Rhône Alpes
125,2014-01-01,Haute Normandie,6090.0,6002.0,88.0,333.0,94.4518493835388,17.024024024024023,"Agression d'un agent de conduite, tôle d'un particulier sur les caténaires, détresse d'un train de travaux, accident de personne à Maromme.",2014,1,Normandie,Haute Normandie
126,2014-07-01,Auvergne,5262.0,5220.0,42.0,288.0,94.48275862068964,17.125,,2014,7,Auvergne-Rhône-Alpes,Auvergne
127,2014-02-01,Provence Alpes Côte d'Azur,12677.0,11676.0,1001.0,2143.0,81.6461116820829,4.448436770881941,Eboulement ligne Nice Breil (voie coupée) et application d'un plan de transport adapté.,2014,2,Provence-Alpes-Côte d'Azur,Provence Alpes Côte d'Azur
128,2014-07-01,Basse Normandie,3731.0,3704.0,27.0,173.0,95.329373650108,20.41040462427745,"Un mois de juillet à l'objectif avec tout de même des difficultés de production la semaine 29 (des correspondances avec des Intercités en retards, des dérangements d'installation et des difficultés matériels).",2014,7,Normandie,Basse Normandie
